1,"2,2,2,1,2,2,39,273","2,2,2,2,2,2,2,2","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","300,150","5,1,1,1","10,0,0,0",0,180
2,"2,2,2,2,2,2,2,2","2,2,2,2,2,2,2,2","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,150","4,1,1,1","10,0,0,0",0,180
3,"2,2,2,2,2,2,2,2","2,2,2,2,2,2,2,2","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","560,150","3,1,1,1","10,0,0,0",0,180
4,"38,38,38,38,32,32,32,32","2,2,2,2,2,2,2,2","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","200,150","2,1,1,1","10,0,0,0",0,180
2000,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","530,200","25,1,1,1","0,5,0,0",1,0
2001,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","700,800","26,1,1,1","0,0,0,0",1,0
2002,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","800,700","27,1,1,1","0,0,0,0",1,0
2003,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","330,200","25,1,1,1","0,5,0,0",1,0
2004,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","400,800","26,1,1,1","0,0,0,0",1,0
2005,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,700","27,1,1,1","0,0,0,0",1,0
2006,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","230,600","25,1,1,1","0,5,0,0",1,0
2007,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","700,600","26,1,1,1","0,0,0,0",1,0
2008,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","800,500","27,1,1,1","0,0,0,0",1,0
2009,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","130,600","25,1,1,1","0,5,0,0",1,0
2010,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","450,720","26,1,1,1","0,0,0,0",1,0
2011,"180,180,180,180,180,0,0,0","180,180,180,180,180,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","800,900","27,1,1,1","0,0,0,0",1,0
2012,"2,2,2,2,2,2,2,2","2,2,2,2,2,2,2,2","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","860,420","3,1,1,1","10,0,0,0",0,0
